YEAR,state,flfp,college_share,married_share,mean_age,n_observations,sum_weights,flfp_pct,college_pct,married_pct,nchild_mean,has_child_pct,yngch_mean,famsize_mean,pct_head,pct_private,pct_govt,pct_selfempl,occ_era,treated
1995,Oregon,0.7747292687463759,0.23052993288496237,0.7019712157925159,38.79685867309926,3967,8381632.078400001,77.4729268746376,23.05299328849624,70.19712157925159,1.1756928140636194,60.473972729754834,9.337834375334022,3.077468481439708,35.76540759556039,53.41102051158724,5.935292660745908,10.647235096369867,1950-basis,0
1995,Pennsylvania,0.732284002382793,0.24003691841342684,0.6708229565932696,39.040665477335935,16291,30890856.9503,73.2284002382793,24.003691841342683,67.08229565932696,1.2676470892504557,64.33109103244547,9.972375016895857,3.2230216690713425,33.3873813911784,58.26099438372886,4.007670612349188,5.490833686255272,1950-basis,0
1995,Rhode Island,0.8008237298826177,0.27888781849763156,0.6453082851800466,38.65704255547958,3249,2477893.6191,80.08237298826177,27.888781849763156,64.53082851800465,1.238725827105868,64.87026449439878,9.695400367885542,3.1034029140819466,32.918278069429974,62.55757766804446,4.507370967788615,5.882688242804557,1950-basis,0
1995,South Carolina,0.7770992993605231,0.2021959631853851,0.6798860449881925,38.42667478256843,3765,9931559.1833,77.70992993605232,20.21959631853851,67.98860449881926,1.3522231869978811,70.64546627580685,10.175463411640935,3.2919162563794617,33.26618283416619,56.968571987304394,8.952266273507473,5.5086122138801565,1950-basis,0
1995,South Dakota,0.8551971901126366,0.22623768328315608,0.7420700230832243,38.44176997270844,4342,1673717.8228000002,85.51971901126366,22.623768328315606,74.20700230832243,1.5121629482118697,69.01232877879346,8.808926575913674,3.377817093948436,28.19900758482859,55.1350239227434,7.933312873365189,13.93494899933738,1950-basis,0
1995,Tennessee,0.756749375814834,0.20056531236941166,0.6646570016185269,38.52022625847171,4246,14411797.16,75.6749375814834,20.056531236941165,66.4657001618527,1.1697738895667331,62.62494344320899,9.519117161928875,3.04779153611124,35.43514473943651,56.373451801343556,7.220839255830882,5.750075596401191,1950-basis,0
1995,Texas,0.7468808861786349,0.2253597672079213,0.6823090697353263,38.26334128061503,16307,49728299.553399995,74.68808861786349,22.53597672079213,68.23090697353264,1.3646725165240468,67.76498642712184,9.294122880841062,3.365384177073831,32.790146813264876,52.82661650051112,6.399207875955668,6.56999746892938,1950-basis,0
1995,Utah,0.7332201316782244,0.22519756689124332,0.7937614448790411,38.26210508771195,4082,4322557.5886,73.32201316782245,22.519756689124332,79.37614448790411,1.9704462987521754,75.22840817149638,8.094090480954378,3.9328943900099778,21.153496080919744,48.746639763854546,8.318366160078321,9.10962006702922,1950-basis,0
1995,Vermont,0.8308419620947325,0.32338901061165287,0.69436379409854,39.13567198362881,3595,1660094.2094,83.08419620947325,32.33890106116529,69.436379409854,1.1962356961763883,63.30298735153217,8.840868638730134,3.027295082497985,45.03291500367304,58.61295391492738,6.283542061007565,10.287030792169451,1950-basis,0
1995,Virginia,0.796696761985236,0.27762851667189803,0.6524247180961096,38.50225818107282,8543,18394148.9679,79.6696761985236,27.762851667189803,65.24247180961096,1.1434422816083798,61.48595066255573,9.506664277751462,3.0605797571088833,37.09581709764206,53.72579762209158,11.691072209172788,6.259297251040177,1950-basis,0
1995,Washington,0.763290740238584,0.2685892720817794,0.670487334922912,37.907810128727505,4237,14433731.1001,76.3290740238584,26.858927208177942,67.0487334922912,1.1323040323154399,60.37113575463265,8.92469971916829,2.9866512948271104,36.64604090181057,53.57121962488568,7.152365812695844,8.816866498858241,1950-basis,0
1995,West Virginia,0.647638423855533,0.157393801060755,0.6956247121637683,39.32373206778278,4594,4770607.9397,64.7638423855533,15.739380106075501,69.56247121637684,1.2001536661719567,68.5217817355489,11.15910545712306,3.088162532640745,27.81510150220907,44.202642834083065,6.837893834983924,5.767882076624884,1950-basis,0
1995,Wisconsin,0.8355665992797295,0.24464410903446226,0.6823115430856029,38.775045222822065,4843,13430900.0898,83.55665992797296,24.464410903446225,68.23115430856029,1.3225856696224232,65.2525340915592,9.792482655668119,3.2129239952110002,31.017220730156097,63.58377391836564,5.015656256065793,7.418773419040731,1950-basis,0
1995,Wyoming,0.778947142633544,0.22060275983268335,0.763946396408507,38.68311394268641,4397,1294808.4721000001,77.8947142633544,22.060275983268333,76.3946396408507,1.3462914447669527,66.6360806707298,9.371999830326416,3.223837762298497,35.96275586185979,45.77602971184637,9.056648371307793,12.18478941863266,1950-basis,0
1996,Alabama,0.7377905218216095,0.21063376029399716,0.6464549665176209,39.16851588466785,4554,11503364.459800001,73.77905218216095,21.063376029399716,64.64549665176209,1.2920257469490282,68.26443907469248,10.049341039260359,3.166535801077566,37.53202527997678,54.84325862530904,7.469239639434483,5.186882343727582,1950-basis,0
1996,Alaska,0.7680753533187697,0.2859147226456319,0.735080089464682,38.77451088443933,4404,1802263.2449,76.80753533187698,28.59147226456319,73.5080089464682,1.4155141947876495,67.00326007963412,8.291860441349355,3.326717250471738,30.66778340312143,41.796433192077686,12.115850035665341,9.97615342868384,1950-basis,0
1996,Arizona,0.7430700132335083,0.21432634405735435,0.624043047522088,38.51759024552546,4779,11261473.5828,74.30700132335083,21.432634405735435,62.404304752208795,1.3109063954958422,63.27143082662544,8.908278477414012,3.243959447642456,41.64258223419823,54.339381996565464,5.433809616484074,7.26715745308812,1950-basis,0
1996,Arkansas,0.7603997931118959,0.1725457026399102,0.6860080995842529,38.96527789289774,4312,6155499.399,76.03997931118958,17.25457026399102,68.60080995842529,1.2820626126910293,65.13706561081575,9.934634471658105,3.2150395079747778,34.62593223299248,56.86022323336759,8.713955965735934,5.652901492550369,1950-basis,0
1996,California,0.7172220553737865,0.27129062749356914,0.6371761671516278,38.3590401539508,27739,84458470.3806,71.72220553737864,27.129062749356912,63.717616715162784,1.306617750844898,63.28534993759176,8.712899029228561,3.3577234694584264,38.13275596309847,52.00132850261547,4.4209227337103885,7.614178016036092,1950-basis,0
1996,Colorado,0.7918103145149477,0.3249011616746342,0.6874585968886487,38.44318046576413,4735,10570279.4299,79.18103145149476,32.49011616746342,68.74585968886487,1.2029261625130276,61.196474093222676,9.06780215918478,3.0575844023269836,34.82201807539938,56.087076567058055,5.843430270658828,11.130930603138568,1950-basis,0
1996,Connecticut,0.826980474871573,0.344713768454319,0.6790551092904908,38.78396396666909,3387,8911900.531200001,82.6980474871573,34.4713768454319,67.90551092904909,1.2726339789581154,64.267904801545,9.455144909405254,3.1865512983543294,39.66579838076368,67.32739488276212,5.1292341942067115,5.070159890341124,1950-basis,0
1996,Delaware,0.7999918947373847,0.29143189913533757,0.6155401328746937,38.82183195616074,3485,2013324.0309000001,79.99918947373847,29.143189913533757,61.55401328746937,1.1923834709442447,60.02589723521885,10.249848253992287,3.054196706801946,43.521242539796674,62.728758124217144,10.512917784296437,4.994755531480305,1950-basis,0
1996,District of Columbia,0.7886954485313705,0.40836812326251126,0.28904288361343017,38.51189337978896,3539,1583892.5843,78.86954485313706,40.83681232625113,28.904288361343017,0.8808994900475713,46.25257570252266,10.15173000256389,2.5762375429665685,65.85848770552893,47.45043651632179,20.87051211532085,4.486193944231601,1950-basis,0
1996,Florida,0.7644364606892161,0.23174515582718005,0.6210048919797941,38.852902427252104,14739,36929209.155,76.44364606892161,23.174515582718005,62.100489197979414,1.1383083869563033,60.833754509087036,9.571839672074582,3.0583503321762375,42.67573466941199,57.2958633175474,4.698915117885903,6.360768680533635,1950-basis,0
1996,Georgia,0.7566003345492742,0.2589252458162801,0.6472801548771848,38.72929517325504,6024,20955001.5484,75.66003345492743,25.892524581628013,64.72801548771848,1.161911926652139,61.91248609614443,9.670816911208162,3.0876197105955443,38.800417379691424,54.74495666107894,7.5396457077362244,5.6820676292954655,1950-basis,0
1996,Hawaii,0.7877474669045655,0.2792223666438521,0.6577846720378606,37.97889054178764,3354,3068138.45,78.77474669045655,27.92223666438521,65.77846720378606,1.2730453586603954,62.85300349141676,9.218101843716987,3.5267297894591425,28.997526669632528,55.12327494869079,15.346128330682077,7.913475889590314,1950-basis,0
1996,Idaho,0.783879744938,0.19737256564220537,0.7621502292448524,39.262833649153976,4460,2882705.6012,78.38797449379999,19.737256564220537,76.21502292448524,1.4098921300559204,65.74576607861208,9.11672566731337,3.315344458040247,29.267881851992982,50.130906655831566,8.168943006249847,10.502169339594511,1950-basis,0
1996,Illinois,0.7776266976685926,0.28271199075801773,0.628489348369503,38.55797610967663,13904,31394943.406899996,77.76266976685926,28.27119907580177,62.8489348369503,1.3197778364395312,65.02940147970764,9.65975433977312,3.2940587101415515,35.326842175044185,60.076657450048835,4.489870355970124,5.940468193645822,1950-basis,0
1996,Indiana,0.7984145962529969,0.1950399543178724,0.7058934543315435,38.76552689671891,4324,15025887.8882,79.84145962529969,19.503995431787242,70.58934543315435,1.2566956298888006,65.20827892902473,9.78001423903901,3.220808079694614,30.815112075581126,62.468013256449396,4.064440523209307,6.622568423270766,1950-basis,0
1996,Iowa,0.8678594899480127,0.2588952260273547,0.7039228939431201,38.57533343722947,4254,7302120.1963,86.78594899480126,25.88952260273547,70.39228939431202,1.3643232510535772,66.6358309722911,9.021513395039566,3.2046362153223873,33.38203192320958,61.7088263211995,8.136807730185843,9.883056975228554,1950-basis,0
1996,Kansas,0.8044421588453592,0.29351835105014723,0.7182647678781401,38.826592973483876,4109,6217611.868799999,80.44421588453592,29.35183510501472,71.826476787814,1.3837629233296795,68.34445641297539,9.405674369179161,3.2592683400823352,31.508720530316808,54.489746278644404,9.00503587091969,8.41419014630404,1950-basis,0
1996,Kentucky,0.7089077453359429,0.1868400207668387,0.716924152876819,38.863842400027536,4650,11138393.6314,70.8907745335943,18.68400207668387,71.6924152876819,1.2100529987739288,66.1839990267378,9.88695118239234,3.108270223356114,31.79583336699565,51.44208814139216,6.991125101781165,5.44854492742254,1950-basis,0
1996,Louisiana,0.7243081848961669,0.19554998192127915,0.6097774252892482,38.11493643239996,4488,11448332.941300001,72.43081848961668,19.554998192127915,60.977742528924814,1.3248404157153824,67.6127817009577,9.398214960752409,3.306688342835817,35.743793872711485,51.05407467505305,7.728900266413148,5.531628853275548,1950-basis,0
1996,Maine,0.8143937994721759,0.2416883649349343,0.7004617725962606,39.243013937059786,3620,3357761.1633,81.43937994721759,24.16883649349343,70.04617725962606,1.126874807671345,60.48629509741402,9.53896716708917,3.058254852500515,33.592208520616076,60.037551632134566,4.527537957779917,10.761212942998005,1950-basis,0
1996,Maryland,0.8215442144915164,0.3668781998712635,0.6182808525836654,38.747384363524574,4185,14610685.2707,82.15442144915164,36.68781998712635,61.82808525836654,1.1148315047798998,62.2613758174819,9.75427866040841,2.9944521300816356,37.84383987511007,52.595490351917164,13.659385623768106,6.045903080065995,1950-basis,0
1996,Massachusetts,0.7926278244782298,0.3563080878778404,0.6287664170765749,38.62842675395094,8176,17301684.983400002,79.26278244782297,35.63080878778404,62.87664170765749,1.1792381579409954,60.473563214441896,9.414690755729046,3.0607027819549173,40.432354832559774,62.57332510612215,4.1781859304083895,6.067556049640334,1950-basis,0
1996,Michigan,0.7597202839192345,0.22272192616819916,0.6608983750327279,38.85538438423703,11847,25570893.0871,75.97202839192346,22.272192616819915,66.08983750327279,1.3120466517426956,65.66837221485714,9.706893632886434,3.2250854453379887,35.247532630946445,57.96961810957663,4.224636608585947,6.000132436414655,1950-basis,0
1996,Minnesota,0.8548201105917358,0.295934022065151,0.6902688721596554,39.037945304506664,4565,11966563.6975,85.48201105917357,29.5934022065151,69.02688721596554,1.300478936426102,63.989397322137975,9.227952218557839,3.129090011556344,31.64127648684168,61.373601211301285,5.912383273803235,9.002525744504775,1950-basis,0
1996,Mississippi,0.7378288168379246,0.2130082591438527,0.6358626744712892,38.50156544586098,4083,6962229.3697,73.78288168379245,21.30082591438527,63.58626744712892,1.3701248040196408,71.08620603106127,10.161368140054401,3.371041705311027,37.020459040278084,53.45631284279807,6.704503224663416,4.906119605690589,1950-basis,0
1996,Missouri,0.8354710628745062,0.281365365774986,0.6595178160593856,38.64547197297346,4085,14505371.1517,83.54710628745062,28.1365365774986,65.95178160593856,1.2088447805518554,61.86851274569584,9.655546900051153,3.0651746401462607,35.38054008978965,61.25464992296092,10.463998373610124,6.5751023460590545,1950-basis,0
1996,Montana,0.8123545821973249,0.2473787089692897,0.7219259926304389,39.67853970961283,4481,2193417.6929,81.2354582197325,24.73787089692897,72.19259926304389,1.2537250365953767,63.939703547560455,9.59430323819277,3.1357741310120715,34.585566550118344,48.304849916623006,9.803285320257661,13.450840697374225,1950-basis,0
1996,Nebraska,0.8508802810813425,0.2720092801546938,0.735988246345451,38.952710107803846,4304,4200928.161900001,85.08802810813425,27.200928015469376,73.5988246345451,1.395672324291359,65.72024783569054,8.936173243117148,3.2947573475619634,29.472396722442983,57.508026086010176,6.78029378324752,10.37653834820269,1950-basis,0
1996,Nevada,0.7726529285851637,0.19419065502251567,0.6615552993081218,38.88684138605941,3748,4186125.1336000003,77.26529285851636,19.419065502251566,66.15552993081218,1.1562229885463549,59.28953887399865,8.69932789671838,3.0947707731227863,37.47354097967331,59.95407861450269,5.5331698983591036,5.36725326953566,1950-basis,0
1996,New Hampshire,0.8090607800278299,0.2878200079169917,0.6934027708521254,38.49591162872102,3321,3178847.0916999998,80.90607800278299,28.78200079169917,69.34027708521255,1.2120509178500667,63.896796690958624,8.900540860750185,3.088024542429425,38.01410388549895,59.42229520042189,5.539678267627069,8.802049580508925,1950-basis,0
1996,New Jersey,0.7638172644211525,0.3183181171681903,0.6449312646576782,39.14112522212442,10290,21863058.708100002,76.38172644211525,31.83181171681903,64.49312646576783,1.25225416184135,65.43138269486536,9.611774325359034,3.262160660638783,38.348686945590806,60.047037452889384,4.107789639549699,4.8349598993134855,1950-basis,0
1996,New Mexico,0.7106940806896643,0.21372784807473397,0.6148886959254403,38.52034648526815,4702,4397392.386,71.06940806896644,21.372784807473398,61.48886959254403,1.3739737094728304,66.2623591148411,8.977724350522115,3.316947792955041,38.52987708338658,43.95981263701583,11.021684906787847,8.772003402017988,1950-basis,0
1996,New York,0.7124049715326455,0.29369038351376436,0.5884382215864953,38.84656559815058,21679,49603659.8029,71.24049715326454,29.369038351376435,58.84382215864953,1.2717407569534203,63.104016221944136,9.506457413782503,3.211492558621384,44.840885275363526,52.16355792075499,3.9522927564013806,4.983169122040241,1950-basis,0
1996,North Carolina,0.7916775293037203,0.23530512033242193,0.6483257544936007,38.893338907389385,8618,19395955.892300002,79.16775293037203,23.530512033242193,64.83257544936008,1.1125469633268557,62.41695648579044,10.376573012788151,3.031308820759954,41.06281706828297,59.10405651392004,7.5152911261191155,5.032406281597574,1950-basis,0
1996,North Dakota,0.8588687326459075,0.2710086378555005,0.7650636333983823,39.07478227969277,4009,1552998.6927,85.88687326459075,27.10086378555005,76.50636333983823,1.3661954485043848,66.94649072063574,9.093438376261492,3.2327902711054226,26.23870727743852,57.01666373334481,9.512111877130623,11.169494637398802,1950-basis,0
1996,Ohio,0.7472747317149974,0.23329369860209648,0.6669563453252311,39.03225865649096,12472,29456951.859300002,74.72747317149974,23.32936986020965,66.6956345325231,1.2999366105563492,64.98984637154825,9.89358780092493,3.203771665916781,36.37607830871688,56.90258889297828,4.4993209766935305,6.023992809832319,1950-basis,0
1996,Oklahoma,0.7276940077713596,0.2008768673942504,0.704820261909933,39.216552717205964,4890,8349723.7644,72.76940077713596,20.08768673942504,70.4820261909933,1.2673915757930987,64.7912829711289,9.839985937456088,3.145141821681221,36.80556757820877,51.12376195605487,7.907953309967349,7.827183149297431,1950-basis,0
1996,Oregon,0.7875779453846606,0.23876816127985984,0.6636713316131078,39.04049158428877,3981,8646262.561700001,78.75779453846606,23.876816127985983,66.36713316131078,1.150099902199226,60.08260278159533,9.224713261880412,3.0719551811155816,37.6558538497569,57.06937707463998,4.860812713017659,9.566761329502869,1950-basis,0
1996,Pennsylvania,0.7469807444319749,0.26701903818872963,0.6635834193479438,39.063797017671554,14059,31356018.467800003,74.6980744431975,26.701903818872964,66.35834193479438,1.2818291759387404,65.46332907151204,9.985236283977587,3.207815834781181,35.80265006932705,59.06002071601446,3.9841695892700875,5.415849181693471,1950-basis,0
1996,Rhode Island,0.804689789660549,0.27849429020114974,0.6130931963763112,38.59450051814093,3334,2478859.8724999996,80.4689789660549,27.849429020114975,61.30931963763112,1.1760840157373602,63.70910810328591,10.064067671260693,3.0598929285786007,35.49121484679647,63.710631912695995,4.691096224923865,5.312882565934554,1950-basis,0
